chr	gene	test_q	q_var	pval
1	PLEKHN1	7.34792420216e-05	2.52502497411e-08	0.999944774264
1	PLEKHO1	0.000354278803499	9.89374008967e-09	0.219582139342
1	PLK3	2.27890099417e-05	5.09838955111e-09	0.973503981559
1	PLOD1	0.000228283759225	2.32899299642e-08	0.904985283019
1	PLXNA2	0.000821905388593	1.03368317562e-07	0.99912561611
1	PM20D1	0.000134205060691	1.05811502157e-08	0.9421488253
1	PMF1	0.000655599153552	2.76391491048e-08	0.424452919276
1	PMF1-BGLAP	0.000655599153552	2.76391491048e-08	0.424452919276
1	PMVK	0.00033448532606	1.45521179342e-08	0.548835688395
1	PNRC2	2.77373852785e-05	1.73123470716e-09	0.499995136142
1	PODN	0.000290910812346	4.15652022987e-08	0.99589224095
1	POGK	0.000227131817613	2.28221071657e-08	0.964819800442
1	POGZ	5.4896390435e-05	1.80360584879e-08	0.999940348967
1	POLR3C	0.000911712319644	1.9658137691e-08	0.0309042880034
1	POLR3GL	0.000108255751507	1.13980444264e-08	0.970787872866
1	POMGNT1	6.80134145998e-05	2.16268352558e-08	0.999806695457
1	POU2F1	0.000560253053895	7.74009691132e-08	0.99992771435
1	POU3F1	8.20898761552e-05	2.18241155691e-08	0.999921437924
1	POU5F1P4	0.0	1.72367618915e-09	1.0
1	PPAP2B	0.00020451359397	3.24209711122e-08	0.99862712126
1	PPCS	1.32730704844e-05	2.415708362e-08	0.999999871066
1	PPFIA4	0.000389847433614	4.29966392973e-08	0.980480176259
1	PPIE	0.000487454550066	3.26241459792e-08	0.801892238691
1	PPIEL	0.000591572844211	1.84110742499e-08	0.126525435918
1	PPIH	0.00036374955674	4.3219253044e-09	0.0285789526502
1	PPM1J	0.000588698288887	2.33156274193e-08	0.382367323907
1	PPOX	0.000755585680514	1.87865144849e-08	0.0679012465841
1	PPP1R8	0.00012783882648	9.03560172866e-09	0.869109434568
1	PPP1R12B	0.00108884818182	3.86385277644e-08	0.136765930186
1	PPP1R15B	0.000141766610312	2.41023427706e-08	0.999884444282
1	PPP2R5A	0.000107839028047	1.72373714093e-08	0.992408976235
1	PPT1	5.82504429017e-05	1.9651773328e-08	0.999944900929
1	PQLC2	0.000525860738648	2.66365521125e-08	0.488698574394
1	PRAMEF1	0.000310737379043	8.7430724206e-09	0.170228684162
1	PRAMEF2	3.65485840908e-05	1.96229500122e-09	0.541133233237
1	PRAMEF11	3.65485840908e-05	3.12868950174e-09	0.716413584185
1	PRAMEF12	0.000310737379043	1.40932778062e-08	0.367812311307
1	PRAMEF20	4.24379538274e-05	5.0702155194e-09	0.906522972548
1	PRCC	0.000139462156336	3.06999228412e-08	0.99968530593
1	PRDM2	0.00107878293716	8.73879924424e-08	0.89237474687
1	PRDM16	0.000884627950008	1.68692419626e-07	1.0
1	PRDX1	0.000482581144866	1.06159615862e-08	0.103102825352
1	PRDX6	2.24282198117e-05	9.23648281854e-09	0.998150948439
1	PRELP	0.00119718556477	2.89175903383e-08	0.0509032051482
1	PRG4	0.000106795507451	2.1073520574e-08	0.994805379172
1	PRKAA2	0.000249111534143	2.91016627921e-08	0.998815754911
1	PRKAB2	0.000124867691498	1.47898480462e-08	0.989998499196
1	PRKACB	0.000322994042218	4.60996709021e-08	0.998726999729
1	PRKCZ	0.00112799581826	4.38828625606e-08	0.262367205479
1	PRMT6	0.000126545855886	7.30136842563e-09	0.82003762492
1	PROK1	0.000170308787213	3.53128912957e-08	0.999908625358
1	PROX1	0.000170724599493	3.59276676148e-08	0.99999209711
1	PRPF3	9.57884932641e-05	2.80365886113e-08	0.999678947547
1	PRPF38A	0.000116346847394	6.05062630319e-09	0.783233353895
1	PRPF38B	0.000415918787069	1.94178082834e-08	0.619156224208
1	PRR9	1.17334089656e-05	2.59942053091e-08	0.999999999961
1	PRRC2C	0.000303950700567	5.58148847117e-08	0.996919386725
1	PRRX1	0.00010091757671	2.00818960181e-08	0.999467837669
1	PRSS38	0.000155505721116	2.04745036728e-08	0.992601084098
1	PRUNE	0.000488189080452	2.84372005677e-08	0.671027520965
1	PSEN2	9.78735387106e-05	2.44151121477e-08	0.997819327467
1	PSMA5	0.000185938429612	1.22627003862e-08	0.925242214992
1	PSMB2	0.000130605087654	5.43146517484e-09	0.609161881366
1	PSMB4	5.4896390435e-05	1.35828032752e-08	0.999145093761
1	PSMD4	6.10746083959e-05	1.19569665758e-08	0.996923354548
1	PSRC1	0.000326881811939	3.71496399695e-08	0.982960774814
1	PTAFR	0.00022251849149	1.03078955255e-08	0.644698209289
1	PTBP2	0.000244616152735	2.49028125368e-08	0.874110971363
1	PTCH2	9.57165729566e-05	4.32198702096e-09	0.656703432624
1	PTCHD2	0.000219204743324	2.87758146632e-08	0.996769847393
1	PTGER3	0.000904021063872	5.3891609068e-08	0.644447122872
1	PTGFR	0.00039037601624	2.05738868552e-08	0.600726768686
1	PTGFRN	0.000550025609512	5.60889179281e-08	0.989384713788
1	PTGS2	1.89008181259e-05	9.60528290839e-09	0.998887695801
1	PTP4A2	0.000311696314596	1.27071798718e-08	0.626012257564
1	PTPN7	0.000169183242553	3.26723268722e-08	0.999849279576
1	PTPN14	0.00114625989287	1.01052171462e-07	0.979203675634
1	PTPN22	0.000203060282558	1.04051079618e-08	0.70531783435
1	PTPRC	0.00034544764252	3.00217531035e-08	0.963762902515
1	PTPRF	1.12200758696e-05	2.92089624725e-08	0.999999999591
1	PTPRU	0.000354159265409	3.88328405049e-08	0.994740628493
1	PTPRVP	0.000195724610187	4.0390805434e-08	0.999974857475
1	PUM1	0.00124432835115	2.80943918505e-08	0.0263773528817
1	PUSL1	0.000255466347942	9.15655217526e-09	0.451572126435
1	PVRL4	7.00818730467e-05	1.79045921461e-08	0.999903012719
1	PYCR2	8.96403407766e-05	2.59719013173e-08	0.999959884601
1	PYGO2	0.000266850035206	1.49997984522e-08	0.793956513291
1	PYHIN1	0.000432361871319	4.55347949215e-08	0.995743874682
1	QSOX1	0.000208954839904	3.21218173006e-08	0.99707941821
1	RAB3B	0.0	1.48601175379e-08	1.0
1	RAB3GAP2	0.000206103904487	3.02386999488e-08	0.998712025762
1	RAB4A	1.72747438925e-05	4.19243935928e-08	1.0
1	RAB13	9.93785129679e-06	6.10725983602e-09	0.999845459567
1	RAB25	1.76959628944e-05	1.90761876508e-08	0.99999996236
1	RAB29	0.000102366019387	1.00368410633e-08	0.959742963332
1	RAB42	4.53875440704e-05	7.71016837723e-09	0.990272818313
1	RABGAP1L	0.000893109328965	1.29945381021e-07	0.964077623881
1	RABGGTB	0.000130105961754	1.5906843619e-08	0.972505402718
1	RABIF	0.000330595676487	1.13768267803e-08	0.255685570245
1	RAD54L	6.79475967691e-05	1.01884349361e-08	0.976987521102
1	RALGPS2	0.000187635695629	6.24740390272e-08	0.999997994831
1	RAP1A	6.10050812543e-05	5.30069743212e-08	0.999999999993
1	RAP1GAP	0.00110280375012	7.50190744846e-08	0.619783906197
1	RASAL2	0.000506724022139	6.5396186667e-08	0.994355644529
1	RASAL2-AS1	0.000247470681689	1.31464464962e-08	0.536361698291
1	RASSF5	0.000438281184471	5.36063086744e-08	0.988896725628
1	RAVER2	0.000194829849477	3.18902918972e-08	0.999087517283
1	RBBP4	0.000436137807005	1.28710580892e-08	0.256870155446
1	RBBP5	0.000341791487649	1.31000443173e-08	0.456330961618
1	RBM8A	3.12482866471e-05	1.31305268938e-08	0.999958111653
1	RBM15	0.000292476033335	1.71275992559e-08	0.712717822705
1	RBM34	4.83612874669e-05	1.12865992138e-08	0.997038224863
1	RBMXL1	0.000127549744413	1.05508972153e-08	0.911997713289
1	RBP7	7.73056018777e-05	6.25255636703e-09	0.913722251704
1	RBSG4	0.000162670052427	3.01801472859e-08	0.999920994886
1	RC3H1	2.24591521925e-05	7.47898385024e-09	0.99639218856
1	RCAN3	0.000123421714777	3.61709740617e-08	0.999725681053
1	RCAN3AS	0.00011096595633	1.99208340872e-08	0.995011822271
1	RCC1	4.72254318492e-05	6.06315346346e-09	0.978102372914
1	RCC2	0.00107484429777	3.82397674848e-08	0.11100291634
1	RCOR3	0.00067060648093	3.1996280058e-08	0.233110797974
1	RCSD1	0.000629243109407	7.70530212082e-08	0.998257120348
1	RD3	0.000328876325862	2.2022446846e-08	0.918671861512
1	REG4	0.000161644242388	3.01418232877e-08	0.999262434975
1	REN	8.92400237056e-05	4.84436084142e-08	0.999999999773
1	RER1	0.000266133529258	6.00767607013e-08	0.999929578351
1	RERE	0.000665095124428	8.2897444789e-08	0.981472998297
1	RFWD2	0.00117142236942	1.05437006654e-07	0.636529450112
1	RFX5	0.000176048225361	1.53306467568e-08	0.951670132575
1	RGL1	0.000913989255224	1.04715181998e-07	0.998629742208
1	RGS1	0.000146773419075	2.82393156636e-08	0.999945817895
1	RGS2	5.528022784e-05	1.70536363143e-08	0.999995870126
1	RGS4	0.000128499170784	2.53057449357e-08	0.999561025226
1	RGS5	0.000702816324436	1.47405915035e-07	0.999599079082
1	RGS7	0.00134663814415	2.75217443722e-07	0.999999999997
1	RGS8	0.000234732545222	2.42083745948e-08	0.954542519704
1	RGS13	0.000164097928102	2.85018285136e-08	0.998491307072
1	RGS16	7.59521440047e-05	2.58366567455e-08	0.999898959383
1	RGS18	0.000243218915358	1.23027890599e-08	0.737700832886
1	RGS21	5.00847126231e-05	1.60635450612e-08	0.999920524865
1	RGSL1	0.00022488263164	6.17966294884e-08	0.999968603215
1	RHBDL2	2.51785883352e-05	1.80086241377e-08	0.999999625114
1	RHBG	0.000258414716153	2.79548802577e-08	0.991246886857
1	RHCE	0.000136828920276	9.62306311003e-09	0.901736630751
1	RHD	0.000146434291823	8.66364121421e-09	0.891131776291
1	RHOC	0.000588698288887	2.15244090932e-08	0.334023195461
1	RHOU	4.22605991516e-05	2.10165188161e-08	0.999998583526
1	RIIAD1	4.55660178857e-06	8.97744516348e-09	0.999999726311
1	RIMKLA	0.00011882052672	3.87759345335e-08	0.999992542435
1	RIMS3	3.36766994137e-05	1.67094495173e-08	0.999965782507
1	RIT1	3.35333176935e-06	7.85427879369e-09	0.999999423539
1	RLF	0.000287016591259	1.52974137586e-08	0.744815746644
1	RNASEL	3.62480604183e-05	2.77087965861e-08	0.999999296689
1	RNF2	0.000513622024146	1.02867573064e-08	0.0775106372572
1	RNF11	0.00024388475753	8.41410760711e-09	0.495082653913
1	RNF19B	0.000189749837347	1.8054227265e-08	0.921472502787
1	RNF115	0.00159339961193	3.41897606539e-08	0.00750195521851
1	RNF186	1.91941367217e-05	3.12711374787e-08	1.0
1	RNF187	0.00025486735887	1.12608648549e-08	0.53345695265
1	RNF207	0.000281475334442	2.34368616579e-08	0.936417419762
1	RNF220	0.000696194366215	1.25371433841e-07	0.999999104143
1	RNF223	0.000284199526258	1.63398394151e-08	0.807110392786
1	RNPC3	6.37304937706e-05	8.69640021197e-09	0.985901343016
1	RNPEP	0.000985297617213	4.12026494561e-08	0.189570695485
1	RNU5F-1	0.000141526231898	4.47050452775e-08	0.999999798817
1	RNU6-31P	0.000348260057968	3.83803335715e-08	0.94468554039
1	RNU6-72P	0.000386722752758	5.44919827395e-08	0.993203868424
1	RNU6-79P	0.000750941565697	2.15983227644e-08	0.137353908638
1	RNU11	0.000143028058942	1.03173447083e-08	0.803693027871
1	ROR1	0.00133554730856	9.88403839728e-08	0.968803305297
1	RORC	4.97081281612e-05	2.57993999238e-08	0.99999916326
1	RPA2	6.90767769708e-05	2.03485777285e-08	0.996785397532
1	RPAP2	1.27431259719e-06	9.0039060211e-09	0.999999999089
1	RPE65	3.15762917401e-05	1.70467419873e-08	0.999997909381
1	RPF1	0.000839050972602	2.51457124415e-08	0.0926479886517
1	RPL5	1.86265728854e-05	6.40603048425e-09	0.998654650349
1	RPL11	0.000743893213202	1.96757596233e-08	0.111552237125
1	RPL22	0.000246814828092	2.29469090865e-08	0.979770844694
1	RPL31P11	0.000159161935286	2.55400763464e-08	0.999047666975
1	RPRD2	0.000505291669919	5.16694576652e-08	0.82390546663
1	RPS6KA1	0.000858606203173	1.76677040267e-08	0.0309835426984
1	RPS6KC1	5.05176154055e-05	1.65895863994e-08	0.999992243269
1	RPS7P5	0.000698080150436	3.7991850255e-08	0.442946998611
1	RPS8	3.30223815491e-05	5.89604107185e-09	0.976946730709
1	RPS10P7	0.000333858986475	3.14752124783e-08	0.994899136653
1	RPS14P3	9.30265474191e-05	2.59319758848e-08	0.999890586593
1	RPS15AP10	7.47537401842e-05	1.06035760895e-08	0.986057580066
1	RPS27	9.93785129679e-06	6.10725983602e-09	0.999845459567
1	RPTN	0.000119551335592	1.93194304452e-08	0.992993968185
1	RRAGC	0.000199213624168	2.55251733979e-08	0.99190300754
1	RRNAD1	7.79256320696e-05	2.04349146651e-08	0.999963275523
1	RRP15	0.000114820007603	3.14324318531e-08	0.999996359725
1	RSBN1	0.00024691612831	1.08132221678e-08	0.657285558042
1	RSC1A1	0.000103645494119	9.68017922975e-09	0.959962582809
1	RSG1	0.000333856892545	1.35193393486e-08	0.558564284476
1	RSPO1	0.000250897419118	2.54700146692e-08	0.972534469275
1	RSRP1	2.44633865668e-05	4.59776419988e-09	0.973039566983
1	RTCA	0.000342238643079	2.28019237e-08	0.859234851861
1	RUNX3	0.00026844046047	4.1998290072e-08	0.999825482065
1	RUSC1	0.000331990726108	5.17982533621e-09	0.0870579970367
1	RUSC1-AS1	0.000331990726108	5.17982533621e-09	0.0870579970367
1	RWDD3	7.83748787765e-06	2.6948347385e-08	0.999999999996
1	RXFP4	3.58250762046e-08	6.81371103007e-09	0.999999999999
1	RXRG	0.000718207403227	6.0572882049e-08	0.896659590357
1	RYR2	0.00243404988305	3.61658408923e-07	0.999999999984
1	S1PR1	0.000344184581157	3.88887801504e-08	0.973269705456
1	S100A1	0.000298237255603	1.60610316833e-08	0.886126579501
1	S100A2	0.000304054811427	2.29657674098e-08	0.974564152156
1	S100A3	0.000170761570021	2.19569762733e-08	0.998096596606
1	S100A4	0.000109402733654	2.26057158482e-08	0.999915918727
1	S100A5	2.00404802268e-05	2.21492332791e-08	0.999999999978
1	S100A6	2.00404802268e-05	2.44200150463e-08	0.999999999999
1	S100A7	0.000427863098153	2.23444788511e-08	0.576392078838
1	S100A7A	0.000702574809857	2.01198702743e-08	0.173596760381
1	S100A7L2	0.000645438986655	2.43187388118e-08	0.291202061892
1	S100A8	0.000706062770462	2.85584015795e-08	0.495438439935
1	S100A9	0.000306159026211	2.56338263827e-08	0.979853017783
1	S100A10	4.94821228319e-06	4.3304453153e-09	0.999410438592
1	S100A11	6.25574310452e-05	4.39043312036e-09	0.829773624568
1	S100A12	0.000300927363005	2.38939379766e-08	0.974683750861
1	S100A13	0.000395608117255	1.88782640502e-08	0.793312615572
1	S100A14	0.000298237255603	1.74492919014e-08	0.91549210949
1	S100A16	0.000298237255603	1.84562032692e-08	0.93969253019
1	S100PBP	5.46684018016e-06	1.28514078033e-08	0.999999978617
1	SAMD11	3.93882664512e-05	2.57785567067e-08	0.999997928722
1	SAMD13	0.00011472957631	4.2033859756e-08	0.999999848567
1	SARS	0.000500387846303	3.78515595555e-08	0.841281190897
1	SASS6	1.15865021742e-05	5.4086438354e-09	0.998802823411
1	SCAMP3	0.00029560017415	6.26026993018e-09	0.500014337854
1	SCARNA1	0.000127297248744	5.31043187361e-09	0.627162414666
1	SCARNA2	1.76651936836e-05	1.37559943961e-08	0.999997396319
1	SCARNA3	0.000924946159196	2.50905926182e-08	0.0778990349205
1	SCARNA4	0.0	5.60608625469e-09	1.0
1	SCCPDH	0.000310882474114	3.51117486433e-08	0.945147449041
1	SCMH1	0.000408634839448	1.09541362131e-07	0.996098787149
1	SCNM1	2.3560426871e-05	7.1404857525e-09	0.996400138372
1	SCNN1D	0.000255617755345	1.40562888576e-08	0.762588804255
1	SCP2	0.000111589058101	3.0497247221e-08	0.999977160402
1	SCYL3	7.20584400904e-05	1.39274844186e-08	0.981641378251
1	SDC3	0.000966119747598	5.39671511408e-08	0.601457374053
1	SDCCAG8	0.000824306471142	4.92819541383e-08	0.597867602311
1	SDE2	0.000268392057439	1.60795467399e-08	0.78211931235
1	SDF4	0.000130095463853	2.62431384256e-08	0.999508754877
1	SDHB	0.000168254784167	3.42178261714e-08	0.999535362783
1	SDHC	0.000207449440813	3.52645261675e-08	0.997934671427
1	SEC16B	0.000646504431973	3.96529954379e-08	0.616122391138
1	SELE	0.000206748336801	4.1948849831e-08	0.994634570116
1	SELENBP1	0.000179694259954	1.63693853026e-08	0.942595536222
1	SELL	0.000217405771107	4.1866860846e-08	0.998981079311
1	SELP	0.000841678070247	3.72347771952e-08	0.508188359362
1	SEMA4A	0.000107093569947	2.23855259578e-08	0.998842847766
1	SEMA6C	7.10274606585e-05	1.07800250981e-08	0.9877464782
1	SEP15	0.000125593285229	1.0656800369e-08	0.953951667051
1	SEPN1	0.000175918066606	1.98175609842e-08	0.975565761439
1	SERBP1	0.000380012246543	1.39141195887e-08	0.516998950006
1	SERINC2	0.000256354182762	6.2401893342e-09	0.271958590873
1	SERPINC1	2.24591521925e-05	4.38737591379e-09	0.978725451726
1	SERTAD4	8.14356209087e-06	1.06894756368e-08	0.999994445677
1	SERTAD4-AS1	8.14356209087e-06	1.02357028849e-08	0.999995035199
1	SESN2	0.00028845774983	1.02654580915e-08	0.537285448529
1	SETDB1	0.000605272615211	1.81946010218e-08	0.173931132136
1	SETSIP	9.47784399639e-05	8.72919875987e-09	0.947658261879
1	SF3A3	7.28278655512e-05	1.49897286745e-08	0.999405792992
1	SF3B4	9.2140325603e-05	1.32311550545e-08	0.990730217416
1	SFN	7.22782097347e-05	6.18596509483e-09	0.850223689227
1	SFPQ	0.0	1.72508215644e-09	1.0
1	SFT2D2	6.07079822728e-06	1.50517992491e-08	0.999999999375
1	SGIP1	0.000866710211094	6.30784858753e-08	0.672037727977
1	SH2D1B	0.000277017474398	5.91129643578e-08	0.999904155975
1	SH2D2A	0.000118489459514	2.10213399631e-08	0.99611878257
1	SH2D5	3.29623158249e-05	2.9412241249e-08	0.999999999854
1	SH3BGRL3	3.88413815033e-05	1.80659197523e-08	0.999839527813
1	SH3BP5L	0.000683739724138	1.43559886178e-08	0.0693472879739
1	SH3D21	0.000189729984214	6.77474614055e-09	0.474930785251
1	SH3GLB1	0.000116391031969	1.34370984366e-08	0.987627163895
1	SHC1	0.000266850035206	1.73364108789e-08	0.883391349195
1	SHCBP1L	0.000217917943621	1.00471166052e-08	0.755215162609
1	SHE	4.15639842064e-09	1.51660955365e-08	1.0
1	SHISA4	0.000102225126461	1.05451737059e-08	0.956759885958
1	SIKE1	7.07753479493e-05	5.2811922761e-09	0.761803748309
1	SIPA1L2	0.00049279826242	5.73437393276e-08	0.995524261742
1	SKI	0.000991733010777	5.75672242508e-08	0.600361932253
1	SKINTL	0.000271238697829	3.82849767955e-08	0.999079485448
1	SLAMF1	0.000858328986681	4.36428774198e-08	0.650191817425
1	SLAMF6	0.000521922967943	1.56547358047e-08	0.336016885335
1	SLAMF7	6.82713773423e-05	2.35900989955e-08	0.999999418302
1	SLAMF8	0.000400254656487	4.01997501124e-08	0.994578747442
1	SLAMF9	0.000130943844778	2.24184959141e-08	0.999956667935
1	SLC1A7	0.00109073990871	7.53392098461e-08	0.731482667703
1	SLC2A1	0.0002075454367	3.2925377663e-08	0.997146534351
1	SLC2A1-AS1	0.00020988152604	2.50290048679e-08	0.990866884723
1	SLC2A5	0.000167356328251	3.65316700375e-08	0.999906327551
1	SLC2A7	0.000166733515484	4.26172646997e-08	0.999998770661
1	SLC5A9	0.0	1.20795715089e-08	1.0
1	SLC6A9	0.000153152638864	2.24928467454e-08	0.995734590402
1	SLC6A17	0.00033875732815	4.04515813e-08	0.999246268683
1	SLC9A1	0.000129989894624	2.01732453452e-08	0.997446677363
1	SLC9C2	2.24282198117e-05	1.12754678137e-08	0.999965406676
1	SLC16A1	0.000125834055839	1.47558374306e-08	0.961275122075
1	SLC16A1-AS1	0.000125834055839	9.99382343073e-09	0.864436930716
1	SLC16A4	0.000266452054691	1.84532962063e-08	0.824668584596
1	SLC19A2	3.07105770741e-05	1.45412907578e-08	0.999987181059
1	SLC22A15	0.0002900495569	1.47973543444e-08	0.80816550349
1	SLC25A3P1	0.000223604496627	2.0370319664e-08	0.973612266557
1	SLC25A24	0.000354262519104	3.62445216702e-08	0.922681215594
1	SLC25A33	0.00016669875692	1.71679350382e-08	0.973770935214
1	SLC25A34	4.73223192322e-05	1.52339337272e-08	0.999806840782
1	SLC25A44	0.000223269557738	2.05204609274e-08	0.929809584071
1	SLC26A9	0.000318691154353	1.56127511812e-08	0.66187715382
1	SLC27A3	0.00024846526946	2.19609308653e-08	0.89037449388
1	SLC30A1	0.000225619140869	2.72489866679e-08	0.989411150342
1	SLC30A2	0.000146609713066	1.11285369442e-08	0.91702559535
1	SLC30A7	3.24486723617e-05	1.73492531527e-08	0.999944219582
1	SLC30A10	7.8839936168e-05	1.49110556621e-08	0.993594323251
1	SLC35A3	0.0	8.31400470851e-09	1.0
1	SLC35D1	0.000194632380495	2.73168660573e-08	0.985688925954
1	SLC35E2	0.000102240816212	1.16119088603e-08	0.951245388749
1	SLC35E2B	5.72390060592e-05	6.06849512682e-09	0.911572030463
1	SLC35F3	0.000974872692905	1.59824489988e-07	0.999999999099
1	SLC39A1	1.11718127701e-05	1.05146291734e-08	0.999999517658
1	SLC41A1	0.000199462435347	1.62442526559e-08	0.947197642388
1	SLC44A3	0.000175914082596	5.375790485e-08	0.99999990402
1	SLC44A5	0.000782056369668	6.41266074207e-08	0.937764220332
1	SLC45A1	0.000138867158897	3.34465430021e-08	0.999649735734
1	SLC45A3	8.23866101091e-05	1.76450452122e-08	0.999237685275
1	SLC50A1	0.000366285816225	1.55021444899e-08	0.619360364834
1	SLFNL1	0.000307565605811	2.64727455075e-08	0.920320886722
1	SLFNL1-AS1	0.000307565605811	3.13415484259e-08	0.950380954168
1	SMAP2	0.000581169021193	4.49560673956e-08	0.883378752328
1	SMCP	0.000216781947473	1.42192460322e-08	0.902330616882
1	SMG5	0.000825280186389	4.48984905914e-08	0.430741770544
1	SMG7	0.000367956082095	3.13342307041e-08	0.946213463936
1	SMG7-AS1	7.00501504609e-05	8.98370978918e-09	0.979242028377
1	SMIM1	6.67991183646e-08	1.66643759785e-08	1.0
1	SMIM12	0.00022393959145	3.34508682039e-08	0.998340140612
1	SMPDL3B	4.2850677904e-05	1.77011481461e-08	0.999808386857
1	SMYD2	0.000291127966071	3.90827383582e-08	0.984604908033
1	SMYD3	0.00154102316781	2.25436281269e-07	0.999999572285
1	SNAP47	0.00018379011864	1.85078861983e-08	0.975335264378
1	SNAPIN	0.000108448523224	1.67188777634e-08	0.997265129546
1	SNHG3	4.15337720993e-05	5.19524583125e-09	0.964683937439
1	SNHG12	4.53875440704e-05	4.56487653239e-09	0.903110534448
1	SNIP1	0.000171851775046	1.6429704099e-08	0.918787887541
1	SNORA14B	4.5596906727e-05	1.1227496249e-08	0.993180780111
1	SNORA16A	4.53875440704e-05	4.56487653239e-09	0.903110534448
1	SNORA16B	2.3542417397e-05	7.2659698709e-09	0.996362156922
1	SNORA36B	4.42327496378e-07	8.3916634263e-09	0.999999999993
1	SNORA44	4.53875440704e-05	4.56487653239e-09	0.903110534448
1	SNORA55	0.000244088591894	1.50643805121e-08	0.532714277397
1	SNORA59A	0.000160418392924	2.42966801259e-08	0.998250708406
1	SNORA59B	0.000160418392924	2.42966801259e-08	0.998250708406
1	SNORA61	4.53875440704e-05	4.56487653239e-09	0.903110534448
1	SNORA66	1.86265728854e-05	6.40603048425e-09	0.998654650349
1	SNORA77	0.000154831466896	1.75636959356e-08	0.989865812509
1	SNORA80E	3.35333176935e-06	6.95482507407e-09	0.999995079474
1	SNORD21	1.86265728854e-05	6.40603048425e-09	0.998654650349
1	SNORD38A	3.30223815491e-05	5.89604107185e-09	0.976946730709
1	SNORD38B	3.30223815491e-05	5.89604107185e-09	0.976946730709
1	SNORD44	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD45A	0.000130105961754	1.38882903158e-08	0.958969326513
1	SNORD45B	0.000130105961754	1.19220970915e-08	0.939654795302
1	SNORD45C	0.000130105961754	1.38882903158e-08	0.958969326513
1	SNORD46	3.30223815491e-05	5.89604107185e-09	0.976946730709
1	SNORD47	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD55	3.30223815491e-05	5.89604107185e-09	0.976946730709
1	SNORD74	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD75	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD76	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD77	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD78	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD79	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD80	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD81	2.24405609355e-05	4.73441609369e-09	0.976876819094
1	SNORD85	0.000431479736806	1.02771424129e-08	0.153268774748
1	SNORD99	4.53875440704e-05	4.56487653239e-09	0.903110534448
1	SNORD103A	0.00098696656892	1.43585236378e-08	0.00552136144112
1	SNORD103A	0.000963328233009	1.19538590032e-08	0.00266302984747
1	SNORD103B	0.00098696656892	1.43585236378e-08	0.00552136144112
1	SNORD103B	0.000963328233009	1.19538590032e-08	0.00266302984747
1	SNRNP40	0.00019081439355	1.39746986875e-08	0.90296932553
1	SNRPD2P2	5.27832410227e-05	6.40938985174e-09	0.921976303345
1	SNRPE	0.000150246717312	5.60104215441e-09	0.519070345602
1	SNX7	0.000135208952184	2.25457703961e-08	0.990445834856
1	SNX27	0.000179565139997	1.9300638996e-08	0.992297185317
1	SOAT1	2.16324624958e-05	4.72439728614e-08	0.999999999918
1	SORT1	0.000236975526688	4.20225633772e-08	0.999881626399
1	SOX13	0.000174755457447	6.80380292055e-08	0.999999989641
1	SPAG17	0.000710937372856	2.05173210106e-08	0.2025328175
1	SPATA6	0.000236132904945	2.56980300023e-08	0.96645525524
1	SPATA17	0.00140123639707	4.85072953268e-08	0.0913251643018
1	SPATA21	8.33221783266e-05	2.0395741473e-08	0.998741115092
1	SPATA42	2.17240216491e-05	1.91735656191e-08	0.999999995051
1	SPATA45	8.49017899886e-05	3.79048394089e-08	0.999680916947
1	SPEN	0.00019673957411	4.2650081575e-08	0.99960866092
1	SPHAR	1.26305262368e-05	2.22367225111e-08	0.999999997784
1	SPOCD1	8.8122672148e-05	2.39188130373e-08	0.999610692883
1	SPRR1A	0.000159327115056	1.03922602987e-08	0.837478644816
1	SPRR1B	0.000162137359816	8.06519652029e-09	0.677804306969
1	SPRR2A	2.81024476042e-06	3.75168454214e-09	0.998786150298
1	SPRR2B	2.81024476042e-06	4.62421011525e-09	0.99983985408
1	SPRR2C	5.58025908323e-05	1.26552095794e-08	0.999751147798
1	SPRR2D	9.38081788331e-05	7.14460343252e-09	0.846486960752
1	SPRR2E	5.86128355927e-05	8.32172731955e-09	0.990107781218
1	SPRR2F	5.86128355927e-05	8.32172731955e-09	0.990107781218
1	SPRR2G	5.66056760591e-05	1.86738423279e-08	0.999992883515
1	SPRR3	0.000159327115056	1.50487489053e-08	0.907297160903
1	SPRR4	0.000159327115056	8.6350867369e-09	0.780163087908
1	SPRTN	7.23782496092e-05	5.32079457695e-09	0.869231751817
1	SPSB1	0.000520007478701	9.46847835607e-08	0.999957215857
1	SPTA1	4.16842419224e-05	3.87514822584e-08	0.999999999548
1	SRGAP2	0.000105192207893	3.62410079354e-08	0.999932041121
1	SRGAP2-AS1	5.98934217829e-06	1.72778057984e-09	0.904759682845
1	SRGAP2B	9.18452001253e-05	4.4606398675e-09	0.67221456665
